ModelName,Nr,Manufacturer,Type,Model,Initial service date,Africa,Middle East/Asia/Pacific,Europe & CIS,North & South America,Total aircraft delivered,Africa2,Middle East/Asia/Pacific3,Europe & CIS4,North & South America5,Total aircraft ordered,Total aircraft (delivered and ordered),Engine Manufacturer,Model / Type,No. of engines,Static thrust (kN),Max. seats (single class),Two class seating,Three class seating,No. abreast,Hold volume (m³),Volume per passenger,Ramp,Max. take-off,Max. landing,Zero-fuel,Max. payload,Max. fuel payload,Design payload,Design fuel load,Operational empty,Ops empty/Max. T/O,Max. payload/Max. T/O,Max. fuel/Max. T/O,Max. landing/Max. T/O,Standard,Optional,Length (m),Height (m),Width (m),Finess Ratio,Area (m²),Span (m),MAC (m),Aspect Ratio,Taper Ratio,Average (t/c) %,1/4 Chord Sweep (º),Trailing Edge Flaps Type,Flap Span/Wing Span,Area (m2),Leading Edge Flaps Type,Area (m²)2,Area (m²)3,Height (m)4,Aspect Ratio5,Taper Ratio6,1/4 Chord Sweep (º)7,Tail Arm (m),Sv/S,SvLv/Sb,Area (m²)8,Span (m)9,Aspect Ratio10,Taper Ratio11,1/4 Chord Sweep (º)12,Tail Arm  (m),Sh/S,ShLh/Sc,Track (m),Wheelbase (m),Turning radius (m),No. of nose wheels,No. of main wheels,Main Wheel diameter (m),Main Wheel width (m),Length (m)13,Max. width (m),Spanwise location,Max. power load (kg/kN),Max. wing load (kg/m2),Thrust/Weight Ratio,ISA sea level,ISA +20ºC SL.,ISA 5000ft,ISA +20ºC 5000ft,ISA sea level.,ISA +20ºC SL.14,ISA 5000ft15,ISA +20ºC 5000ft16,V2,Vapp,Vno,Mmo,Vne,Mne,CLmax (T/O),CLmax (L/D @ MLM),Speed (kt),Altitude (ft),Fuel consumption (kg/h),Speed (kt)17,Altitude (ft)18,Fuel consumption (kg/h)19,Max. payload20,Design range,Max. fuel (+ payload),Ferry range,W/SCLmax,W/SCLtoST,Fuel/pax/nm (kg),Seats x Range (seats.nm)
MD-81,45,McDON-DOUG.,MD-81,,1980,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,PW,JT8D-209,2,85.6,172,155,-,5,35.2,0.204651162790698,63950,63500,58000,53500,17953,10252,14725,13205,35570,0.560157480314961,0.282724409448819,0.275019527559055,0.913385826771654,22106,,41.3,3.61,3.61,11.4404432132964,112.3,32.87,4.08,9.6209875333927,0.195,11,24.5,S2,0.67,,slats,,15.6,4.1,1.0775641025641,0.707,42,15.7,0.138913624220837,6.63505902119605E-02,29.17,12.24,5.13601645526226,0.33,30,18,0.259750667853963,1.14595882876748,5.08,22.07,22.8,2,4,1.13,0.508,6.1,2,-,370.911214953271,565.449688334817,0.274828031817124,2195,2646,2804,2987,1481,1481,1664,1664,148,133,340,0.84,395,0.9,2.25005961507462,2.98670723846403,499,27000,4077,439,35000,2560,1385,1564,2851,,1857.24980712112,2574.74527556201,5.44715782526194E-02,242420
MD-82,46,McDON-DOUG.,MD-82,,1980,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,PW,JT8D-217AC,2,92.7,172,155,-,5,35.2,0.204651162790698,68270,67812,58970,55340,18802,14620,14725,17457,35630,0.525423228927034,0.277266560490769,0.257531705302896,0.869610098507639,22106,26384,41.3,3.61,3.61,11.4404432132964,112.3,32.87,4.08,9.6209875333927,0.195,11,24.5,S2,0.67,,slats,,15.6,4.1,1.0775641025641,0.707,42,15.7,0.138913624220837,6.63505902119605E-02,29.17,12.24,5.13601645526226,0.33,30,18,0.259750667853963,1.14595882876748,5.08,22.07,22.8,2,4,1.13,0.508,6.1,2,-,365.760517799353,603.846838824577,0.278698203397737,2274,2612,2804,2987,1500,1500,1682,1682,153,134,340,0.84,395,0.9,2.24836813722457,2.99150321494687,499,27000,4077,439,35000,2560,1860,2050,2668,,1980.1875723454,2707.05535904335,5.49394177812746E-02,317750
MD-83,47,McDON-DOUG.,MD-83,,1980,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,PW,JT8D-219,2,96.5,172,155,-,5,28.7,0.166860465116279,73030,72580,63280,55340,18721,14887,14725,21235,36620,0.504546707081841,0.257936070542849,0.288385918985947,0.87186552769358,26495,,41.3,3.61,3.61,11.4404432132964,112.3,32.87,4.08,9.6209875333927,0.195,11,24.5,S2,0.67,,slats,,15.6,4.1,1.0775641025641,0.707,42,15.7,0.138913624220837,6.63505902119605E-02,29.17,12.24,5.13601645526226,0.33,30,18,0.259750667853963,1.14595882876748,5.08,22.07,22.8,2,4,1.13,0.508,6.1,2,-,376.062176165803,646.304541406946,0.271063684797597,2551,3066,2804,2987,1585,1585,1783,1783,153,139,340,0.84,395,0.9,2.40645548575118,2.98335416306941,499,27000,4027,439,35000,2518,2369,2502,3147,,2125.20780458697,2987.13630397315,5.47561950439648E-02,387810
MD-87,48,McDON-DOUG.,MD-87,,1980,8,94,336,706,1144,0,0,0,29,29,1173,PW,JT8D-217B/C,2,92.7,130,114,-,5,26.6,0.204615384615385,63950,63500,58000,53524,17619,12728,10830,19417,33253,0.523669291338583,0.277464566929134,0.275019527559055,0.913385826771654,22106,26495,36.3,3.61,3.61,10.0554016620499,112.3,32.87,4.08,9.6209875333927,0.195,11,24.5,S2,0.67,,slats,,18.5,4.2,0.953513513513514,0.75,42.5,13.6,0.164737310774711,6.81602502749031E-02,29.17,12.24,5.13601645526226,0.4,30,16.3,0.259750667853963,1.03772938382833,5.08,19.18,20.6,2,4,1.13,0.508,6.1,1.95,-,342.502696871629,565.449688334817,0.297623347540273,1865,2161,2643,2987,1451,1451,1614,1614,141,133,340,0.84,395,0.9,2.47901543225162,2.98670723846403,499,27000,3924,439,35000,2458,1863,2372,2958,,1857.24980712112,2377.54256297852,7.18063075056951E-02,270408
MD-90-30,49,McDON-DOUG.,MD-90,30,1995,2,52,10,21,85,0,43,0,0,43,128,IAE,V2525-D5,2,111.21,182,153,-,5,38.03,0.208956043956044,71215,70760,64410,58965,17350,13659.4,14535,16810,39415,0.557023742227247,0.245195025438101,0.246813595251555,0.910260033917467,22107,,43,3.61,3.61,11.9113573407202,112.3,32.87,4.08,9.6209875333927,0.195,11,24.5,S2,0.63,,slats,,21.4,4.7,1.03224299065421,0.77,43,15.6,0.190560997328584,9.04396579959207E-02,33,12.24,4.53992727272727,0.36,30,18.6,0.293855743544078,1.33963647792153,5.09,23.53,,2,4,,,5.75,1.55,-,318.136858196205,630.097951914515,0.320418073411783,2135,,,,1564,,,,,,,0.76,,,,,,,,437,35000,,,2275,2267,,,,4.82941894706601E-02,348075
DC10-10,50,DOUG.,DC10,10,1971,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,GE,CF6-50C2B,3,178,380,277,231,9,132.2,0.347894736842105,192218,190854,164854,151956,48330,32000,26315,53195,111344,0.583398828423821,0.253230217862869,0.571904964003898,0.863770211784925,138165,,51.97,6.02,6.02,8.63289036544851,367.7,50.4,8.586,6.90824041338047,0.222,11,35,S2,0.68,62.1,slats,43.84,56.21,11.16,2.21571962284291,0.475,40,20.65,0.152869186837095,6.26339029401988E-02,124.3,21.69,3.78484392598552,0.344,35,19.8,0.338047321185749,0.779564053048898,10.67,22.05,39,2,8,,,6.5,2.7,0.343,357.404494382022,519.048137068262,0.285214094357603,2625,3816,4154,4135,1720,1720,2012,2012,157,140,356,0.88,400,0.95,1.83540461101006,2.33990102240031,475,31000,9445,490,31000,6920,3300,4000,5750,,2176.10154271241,2906.92046492592,4.80099277978339E-02,1108000
DC10-30,51,DOUG.,DC10,30,1973,5,32,51,251,339,0,0,0,0,0,339,GE,CF6-50C2B,3,236,380,277,231,9,132.2,0.347894736842105,265000,263636,182798,166922,48330,32000,26315,115957,121364,0.460346841857713,0.183320942511645,0.4140191400264,0.693372680514042,138165,153434,51.97,6.02,6.02,8.63289036544851,367.7,50.4,8.586,6.90824041338047,0.222,11,35,S2,0.68,62.1,slats,43.84,56.21,11.16,2.21571962284291,0.475,40,20.65,0.152869186837095,6.26339029401988E-02,124.3,21.69,3.78484392598552,0.344,35,19.8,0.338047321185749,0.779564053048898,10.67,22.05,39,2,10,,,6.5,2.7,0.343,372.367231638418,716.986673918956,0.27375340933192,2996,3194,4340,4255,1820,1820,2063,2063,184,147,356,0.88,400,0.95,1.84586070441048,2.35337339567851,530,31000,9743,490,31000,7313,4000,5373,6400,,2988.74767772119,4159.62989462209,7.79112839232934E-02,1488321
MD-11,52,McDON-DOUG.,MD-11,,1990,0,46,55,77,178,0,3,10,3,16,194,GE,CF6-80C2 D1F,3,274,405,323,293,10,194,0.479012345679012,285081,283720,207744,195043,55566,30343,30685,118954,134081,0.472582123220076,0.195848019173833,0.423534893557028,0.732214859720852,152108,161226,58.65,6.02,6.02,9.74252491694352,338.9,51.77,7.68,7.90832959575096,0.239,9.35,35,S2,0.7,,slats,,56.2,11.16,2.21611387900356,0.369,40,20.92,0.165830628503984,6.70113337512717E-02,85.5,18.03,3.80211578947368,0.383,35,20.92,0.252286810268516,0.687218759221009,10.6,24.6,41,2,10,,,6.5,2.7,0.308,345.158150851582,837.179108881676,0.295333599780289,2926,3078,3633,4031,1966,1966,2234,2234,177,148,365,0.87,400,0.92,2.32913861805127,2.86273527168904,576,31000,8970,536,31000,7060,5994,6787,8234,,2868.83916209397,3700.99345814682,5.42623600664355E-02,2192201
MD-12-LR,53,McDON-DOUG.,MD-12,LR,none,0,0,0,0,0,0,0,0,0,0,0,R-R/GE/PW,Options,4,284.7,660,,481,11+8,126.4,0.191515151515152,,430846,291468,273308,85489,,45695,197332,187819,0.435930703778148,,,0.67650158061117,,,58.82,8.51,7.47,7.87416331994645,543,64.92,9.8,7.76170607734807,0.215,,35,S2,,,slats,,96.1,12.9,1.73163371488033,0.345,40,24.5,0.176979742173112,6.67899519907771E-02,113.8,22.55,4.46838752196837,0.326,35,24.67,0.209576427255985,0.527576577592363,11.59,26.84,,2,16,,,7.27,3.1,0.370/0.630,378.333333333333,793.454880294659,0.269436473615433,3080,,,,2577,,,,,,,0.85,,,,,,,,,,,8000,,,,,,,
MD-12-HC,54,McDON-DOUG.,MD-12,HC,none,0,0,0,0,0,0,0,0,0,0,0,R-R/GE/PW,Options,4,284.7,660,,511,11+8,126.4,0.191515151515152,,430846,291468,273308,78452,,48545,187445,194856,0.452263685864555,,,0.67650158061117,,,58.82,8.51,7.47,7.87416331994645,543,64.92,9.8,7.76170607734807,0.215,,35,S2,,,slats,,96.1,12.9,1.73163371488033,0.345,40,24.5,0.176979742173112,6.67899519907771E-02,113.8,22.55,4.46838752196837,0.326,35,24.67,0.209576427255985,0.527576577592363,11.59,26.84,,2,16,,,7.27,3.1,0.370/0.630,378.333333333333,793.454880294659,0.269436473615433,3080,,,,2577,,,,,,,0.85,,,,,,,,,,,7200,,,,,,,
L1011-100,55,LOCKHD,L1011,100,1973,1,27,17,111,156,0,0,0,0,0,156,R-R,RB211-22B,3,187,400,304,-,10,110.4,0.276,212281,211374,166922,145150,33355,19138,28880,70699,111795,0.528896647648244,0.157800864817811,0.373745115293272,0.78969977386055,100000,,54.2,6.06,6.06,8.94389438943895,321.5,47.35,7.9,6.97363141524106,0.259,10.7,35,S2,0.77,49.8,slats,33.45,51.1,9.9,1.91800391389433,0.29,35,20.6,0.158942457231726,6.91491999783223E-02,119.1,21.9,4.02695214105793,0.31,35,17.7,0.37045101088647,0.829997834517786,10.9,21.33,43,2,8,,,6.3,2.75,0.436,376.780748663102,657.461897356143,0.2705467292217,3292,3475,4115,3719,1768,1768,1996,1996,159,143,375,0.9,435,0.95,2.26673017836655,2.59721693838244,512,33000,7938,483,33000,6895,,3455,4685,,2483.3124710332,3497.14836392766,6.73118668596237E-02,1050320
Il-62-M/MK,56,ILYUSHIN,Il-62,M/MK,1974,2,4,109,9,124,0,0,2,0,2,126,Soloviev,D-30KU,4,107.9,174,140,-,6,48,0.275862068965517,,165000,105000,94600,23000,9160,13300,80100,71600,0.433939393939394,0.139393939393939,0.504163636363636,0.636363636363636,105300,,49,4.3,4.3,11.3953488372093,279.55,43.2,7.47,6.67587193704167,0.254,,32.5,S2,0.72,43.48,none,,35.6,6.05,1.02816011235955,0.54,40,16.6,0.127347522804507,4.89344647813616E-02,50.5,12.23,2.9618396039604,0.36,35,22.5,0.180647469146843,0.544118882972419,6.8,24.49,,2,8,1.45,0.45,6.15,2.35,,382.298424467099,590.23430513325,0.266641954715349,3300,,,,2500,,,,145,129,486,,,,2.446875822683,2.30886255801244,486,33000,,442,39400,,4160,,4963,,2507.81429724497,3583.37174759442,,
Il-86,57,ILYUSHIN,Il-86,,1980,0,3,92,0,95,0,0,0,0,0,95,Kuznetsov,KKBM NK-86,4,127.5,350,234,-,9,71.52,0.204342857142857,,208000,175000,,42000,,22230,185770,,,0.201923076923077,0.432980769230769,0.841346153846154,114000,,56.1,6.08,6.08,9.22697368421053,320,48.06,7.69,7.21801125,0.265,,35,S2,0.74,,slats,,57.1,8.8,1.35621716287215,0.33,44,24.9,0.1784375,9.24488920099875E-02,90.9,20.57,4.65483938393839,0.41,36,25.3,0.2840625,0.934561931079324,11.15,21.34,,2,8,1.3,0.48,7,2,0.41/0..69,407.843137254902,650,0.249941190308163,2600,,,,2300,,,,,140,,,,,,2.85416908747482,512,9000,,486,11000,,1944,,2480,,2234.10029489231,3405.56997149809,,
Il-96-300,58,ILYUSHIN,Il-96,300,1994,0,0,9,0,9,0,0,9,0,9,18,Soloviev,PS-90A,4,156.9,300,,235,9,115.9,0.386333333333333,,216000,175000,157000,40000,0,22325,76675,117000,0.541666666666667,0.185185185185185,0.550026527777778,0.810185185185185,150387,,51.15,6.08,6.08,8.41282894736842,391.6,55.57,8.04,7.88566113381001,0.279,,30,S2,0.79,,slats,,61,9.4,1.44852459016393,0.28,45,23.55,0.155771195097038,6.60142458977009E-02,96.5,20.57,4.38471398963731,0.29,37.5,24.25,0.246424923391216,0.743259252765793,10.4,20.07,,2,8,1.3,0.48,5.9,2.2,0.37/0.58,344.168260038241,551.583248212462,0.296183033186091,2760,,,,1980,,,,,140,,,,,,2.33231386106216,486,10100,,459,12100,,4050,4860,5940,,2320.02722931124,2984.40584141162,,
Il-96-M,59,ILYUSHIN,Il-96,M,1996,0,0,0,0,0,0,0,23,0,23,23,PW,2337,4,164.6,375,335,312,9,143.04,0.38144,,270000,175158,190423,58000,17290.4,29640,107960,132400,0.49037037037037,0.214814814814815,0.440021222222222,0.648733333333333,150387,,60.5,6.08,6.08,9.95065789473684,391.6,55.57,8.04,7.88566113381001,0.279,,30,S2,0.79,,slats,,56.2,8,1.13879003558719,0.4,45,25.9,0.143513789581205,6.68887376309738E-02,96.5,20.57,4.38471398963731,0.29,37.5,26.5,0.246424923391216,0.812221451476021,10.4,27.35,,2,8,1.3,0.48,6,2.6,0.37/0.58,410.085054678007,689.479060265577,0.24857477252992,3350,,,,2250,,,,,,,0.86,,,,,469,9000,,459,12000,,,6195,,,,,5.20207678315445E-02,2075325
Tu-134,60,TUPOLEV,Tu-134,,1967,1,11,353,0,365,0,0,0,0,0,365,Soloviev,D-30 Srs II,2,66.7,84,68,-,4,14.5,0.172619047619048,47200,47000,43000,37250,8200,3550,6460,11490,29050,0.618085106382979,0.174468085106383,0.302553191489362,0.914893617021277,18000,,33.2,2.9,2.9,11.448275862069,127.3,29,5.13,6.60644147682639,0.255,,35,S2,0.605,22.5,none,-,21.25,5.25,1.29705882352941,0.56,40,13.2,0.166928515318146,7.59812552482596E-02,30.68,11.8,4.53846153846154,0.396,35,14.9,0.241005498821681,0.699996478059074,10.5,15.8,,2,8,0.93,0.305,5.75,1.55,-,352.323838080959,369.206598586017,0.289327000238575,2400,,,,2200,,,,,,,,,,,,458,32800,,432,36100,,1020,1550,,,,,0.109013282732448,105400
Tu-154M,61,TUPOLEV,Tu-154M,,1972,1,60,521,6,580,0,0,0,0,0,580,Aviadvigatel,D-30KU-154-II,3,104,180,154,-,6,43,0.238888888888889,100450,100000,80000,74000,18000,11660,14630,30070,55300,0.553,0.18,0.32627,0.8,41300,47000,43.5,3.8,3.8,11.4473684210526,201.45,37.55,6.25,6.99926780838918,0.267,,35,S3,0.75,,slats,,31.7,5.6,0.989274447949527,0.65,45,14.4,0.157359146190122,6.03454515349601E-02,42.2,13.4,4.25497630331754,0.48,40,18.3,0.209481260858774,0.61336113179449,11.5,18.92,36,2,12,0.93,0.305,7.1,2.2,-,320.512820512821,496.401092082403,0.318042813455657,2100,2420,2500,3240,2060,2210,2330,2600,138,121,310,0.9,,,2.27194619514548,2.77459547561234,514,31000,4600,459,36000,3650,2019,2805,3564,,1755.10079077515,2102.52636750292,6.96113156006204E-02,431970
Tu-204-200,62,TUPOLEV,Tu-204,200,1997,2,0,8,0,10,0,0,0,0,0,10,Soloviev,PS-90A,2,157,214,196,190,6,26.4,0.123364485981308,111750,110750,89500,84200,25200,18999.6,18620,33130,59000,0.532731376975169,0.227539503386005,0.292018239277652,0.808126410835214,40938,,46.7,3.8,4.1,11.390243902439,182.4,40.3,5.4,8.90400219298245,0.228,,28,S2,0.77,,slats,,34.2,7.7,1.73362573099415,0.34,36,21.8,0.1875,0.101426799007444,44.6,15.1,5.11233183856502,0.3,34,21.3,0.244517543859649,0.964485867446394,7.82,17,,2,8,,,6,2.6,0.33,352.707006369427,607.18201754386,0.289012685724016,2500,,,,2130,,,,151,,314,,340,,2.32107136068506,,458,40000,3270,,,,1565,,2079,,,,,
Tu-334,63,TUPOLEV,Tu-334,,none,0,0,0,0,0,0,0,0,0,0,0,Lotarev,D-436T1,2,73.55,102,85,-,6,,0,46700,46500,43404,41050,11000,6910,9690,6760,30050,0.646236559139785,0.236559139784946,0.202596774193548,0.93341935483871,11925,,25.9,4.05,4.05,6.39506172839506,83.226,28,3.53,9.42013313147334,0.228,,24,S2,0.67,,slats,,23.5,4.65,0.920106382978723,0.83,37.5,10.2,0.28236368442554,0.102861056469304,22.3,10.7,5.13408071748879,0.36,27,12.8,0.267945113305938,0.971585679976206,4.7,11.25,,2,4,,,5,1.9,-,316.111488783141,558.719630884579,0.322471035699802,,,,,,,,,,,,,,,,,448,,,,36500,,1080,,1566,,,,,
RJ70,64,BAe,RJ70,,1982,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,Textron,LF507,4,27.27,94,70,-,6,13.7,0.145744680851064,41049,40823,37875,32432,9072,7213,6650,10813,23360,0.5722264409769,0.222227665776646,0.226958332312667,0.927785807020552,11728,12901,24,3.56,3.56,6.74157303370786,77.3,26.21,3.17,8.88698706338939,0.356,12.975,15,F1,0.78,19.51,none,,15.51,4.85,1.51660219213411,0.67,36,12.85,0.200646830530401,9.83712999738899E-02,15.61,11.09,7.87880204996797,0.41,20,10.85,0.201940491591203,0.69118433241784,4.72,10.09,18.03,2,4,,0.19,2.6,1.4,0.315/0.50,374.248258159149,528.111254851229,0.272377484629887,1440,1791,1840,2404,1170,1170,1323,1323,119,121,300,0.73,,,3.25053604959709,3.42334056323412,432,29000,2150,356,29000,1635,1105,1952,1613,,1513.36722549046,2116.88904351016,7.91349531615925E-02,136640
RJ85,65,Bae,RJ85,,1982,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,Textron,LF507,4,31.14,112,85,-,6,18.3,0.163392857142857,42410,42184,38555,35834,11749,7848,8075,10023,24086,0.570974777166698,0.27851792148682,0.219635880902712,0.913972122131614,11728,12901,26.5,3.56,3.56,7.4438202247191,77.3,26.21,3.17,8.88698706338939,0.356,12.975,15,F1,0.78,19.51,none,,15.51,4.85,1.51660219213411,0.67,36,14.35,0.200646830530401,0.109854331099247,15.61,11.09,7.87880204996797,0.41,20,12.35,0.201940491591203,0.786739770079293,4.72,11.2,18.03,2,4,,0.19,2.6,1.4,0.315/0.50,338.664097623635,545.717981888745,0.300996769069363,1646,1996,2103,2652,1192,1192,1335,1335,124,122,300,0.73,,,3.09348760828001,3.42790873984904,432,29000,2237,356,29000,1744,1148,1782,1454,,1561.73743486659,1976.83837113564,6.61715191126956E-02,151470
RJ100,66,BAe,RJ100,,1982,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,Textron,LF507,4,31.14,112,100,-,6,22.99,0.205267857142857,44452,44225,40143,37421,12429,8982,9500,9732,24993,0.565132843414358,0.28104013566987,0.209499604296213,0.907699265121538,11728,12901,28.9,3.56,3.56,8.11797752808989,77.3,26.21,3.17,8.88698706338939,0.356,12.975,15,F1,0.78,19.51,none,,15.51,4.85,1.51660219213411,0.67,36,15.3,0.200646830530401,0.117126917478639,15.61,11.09,7.87880204996797,0.41,20,13.45,0.201940491591203,0.856813757697691,4.72,12.52,18.67,2,4,,0.19,2.6,1.4,0.315/0.50,355.049775208735,572.121604139715,0.287105657578791,1829,2118,2316,3033,1265,1265,1402,1402,127,123,305,0.73,,,3.09175016300723,3.51129895907485,432,29000,2310,371,29000,1944,1166,1671,1138,,1598.41500311593,2121.15679406298,5.82405745062837E-02,167100
RJ115,67,BAe,RJ115,,1982,2,71,148,46,267,0,0,22,0,22,289,Textron,LF507,4,31.14,128,115,-,6,22.99,0.179609375,46266,46040,40143,37421,11265,10095,10925,8955,26160,0.568201563857515,0.244678540399652,0.221368158123371,0.871915725456125,12901,,28.9,3.56,3.56,8.11797752808989,77.3,26.21,3.17,8.88698706338939,0.356,12.975,15,F1,0.78,19.51,none,,15.51,4.85,1.51660219213411,0.67,36,15.3,0.200646830530401,0.117126917478639,15.61,11.09,7.87880204996797,0.41,20,13.45,0.201940491591203,0.856813757697691,4.72,12.52,18.67,2,4,,0.19,2.6,1.4,0.315/0.50,369.621066152858,595.601552393273,0.275787309001347,1829,2118,2316,3033,1265,1265,1402,1402,127,123,305,0.73,,,3.21863600915439,3.51129895907485,432,29000,2380,371,29000,2028,1470,1794,1328,,1664.01417170057,2298.83456825354,4.34055547477098E-02,206310
CRJ100,68,CADAIR,CRJ100,,1992,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,GE,CF34-3A1,2,41,52,-,-,4,14.04,0.27,21636,21523,20275,19141,5488,3630,4940,2930,13653,0.634344654555592,0.254983041397575,0.194536077684338,0.942015518282767,5300,,24.38,2.69,2.69,9.0631970260223,54.54,20.52,3.15,7.72039603960396,0.288,10.825,24.75,S2,0.66,10.6,slats,,9.18,2.6,0.736383442265795,0.73,41,10.7,0.168316831683168,0.087767548684693,9.44,6.35,4.27145127118644,0.55,30,12.9,0.173083975064173,0.708820088358042,,11.39,22.86,2,4,0.95,0.3,3.8,1.5,-,262.475609756098,394.627796112945,0.388366748739927,1605,,,,1440,,,,,138,335,0.85,,,,1.99680316143961,459,37000,,424,37000,,,980,,,1938.74827255229,1901.97305572387,,
CRJ100ER,69,CADAIR,CRJ100ER,,1992,6,5,84,158,253,0,0,46,182,228,481,GE,CF34-3A1,2,41,52,-,-,4,14.04,0.27,23246,23133,21319,19958,6295,3006,4940,4530,13663,0.590628107033243,0.272122076686984,0.275934811740803,0.921583884494013,8080,,24.38,2.69,2.69,9.0631970260223,54.54,20.52,3.15,7.72039603960396,0.288,10.825,24.75,S2,0.66,10.6,slats,,9.18,2.6,0.736383442265795,0.73,41,10.7,0.168316831683168,0.087767548684693,9.44,6.35,4.27145127118644,0.55,30,12.9,0.173083975064173,0.708820088358042,,11.39,22.86,2,4,0.95,0.3,3.8,1.5,-,282.109756097561,424.147414741474,0.361337376610447,1605,,,,1440,,,,,138,335,0.85,,,,2.09962252028266,459,37000,,424,37000,,,1620,,,1981.73057224291,2089.56890955277,,
EMB-145,70,EMBRAER,EMB-145,,1997,0,0,21,62,83,0,2,25,86,113,196,Allison,AE3007A,2,31.32,50,-,-,3,13.61,0.2722,19300,19200,18700,17100,5515,3498.2,4750,2865,11585,0.603385416666667,0.287239583333333,0.211736458333333,0.973958333333333,5146,,27.93,2.28,2.28,12.25,51.18,20.04,3.13,7.84684642438452,0.231,11,22.73,S2,0.72,8.36,none,,7.2,3.1,1.33472222222222,0.6,32,11.5,0.140679953106682,8.07295140083257E-02,11.2,7.6,5.15714285714286,0.56,17,12.9,0.218835482610395,0.901909816509294,4.1,14.45,,2,4,0.98,0.31,4,1.5,,306.513409961686,375.146541617819,0.33256880733945,1500,,,,1290,,,,,126,320,0.76,,,,2.35422481906021,410,37000,1022,367,32000,880,850,1390,1640,,1563.22690317228,1790.87586377494,,
F70,71,FOKKER,F70,,1988,0,5,37,0,42,0,0,0,0,0,42,R-R,Tay 620,2,61.6,79,70,-,5,12.78,0.161772151898734,36965,36740,34020,31975,9302,6355,6650,7417,22673,0.617120304844856,0.253184540010887,0.207283614589004,0.925966249319543,9640,13365,27.88,3.3,3.3,8.44848484848485,93.5,28.08,3.8,8.43300962566845,0.235,10.275,17.45,F2,0.58,17.08,none,,12.3,3.3,0.885365853658536,0.74,41,11.4,0.131550802139037,5.34073769367887E-02,21.72,10.04,4.6409576427256,0.39,26,14.4,0.232299465240642,0.88029271038559,5.04,11.54,17.78,2,4,1.016,0.356,5.1,1.7,,298.214285714286,392.941176470588,0.341823997265408,1296,1434,1639,1965,1210,1210,1335,1335,126,119,320,0.77,380,0.84,2.15729698975527,2.62830931804132,461,26000,2391,401,35000,1475,1085,1080,,,1466.62834344366,1634.71670603093,9.81084656084656E-02,75600
F100,72,FOKKER,F100,,1988,1,32,57,177,267,0,0,0,0,0,267,R-R,Tay 620,2,61.6,119,107,-,5,16.72,0.140504201680672,43320,43090,38780,35830,11108,7805,10165,8332,24593,0.570735669528893,0.257786029241123,0.245030169412857,0.899976792759341,13365,,32.5,3.3,3.3,9.84848484848485,93.5,28.08,3.8,8.43300962566845,0.235,10.275,17.45,F2,0.58,17.08,none,,12.3,3.3,0.885365853658536,0.74,41,13.6,0.131550802139037,6.37140637140637E-02,21.72,10.04,4.6409576427256,0.39,26,16,0.232299465240642,0.978103011539544,5.04,14.01,20.07,2,4,1.016,0.356,5.1,1.7,,349.756493506493,460.855614973262,0.291450769541218,1856,2307,2613,3033,1321,1321,1467,1458,136,128,320,0.77,380,0.84,2.1717536149485,2.58954792943153,456,26000,2565,414,35000,1716,1290,1290,,,1745.86209874871,2282.28410811997,6.03636890531044E-02,138030
F130,73,FOKKER,F130,,none,0,0,0,0,0,0,0,0,0,0,0,none,,2,,,137,-,5,,,55565,55340,51255,48080,16525,13093,13015,10770,31555,0.570202385254789,0.298608601373329,0.190790567401518,0.926183592338273,13365,,38.8,3.3,3.3,11.7575757575758,114,31.09,4.18,8.47884298245614,0.235,10.275,17.45,F2,0.616,17.08,none,,12.3,3.3,0.885365853658536,0.74,41,15.7,0.107894736842105,0.054485280425251,21.72,10.04,4.6409576427256,0.39,26,17.3,0.190526315789474,0.788541928985142,5.04,19.1,,2,4,1.016,0.356,4.6,1.95,,,485.438596491228,,1825,,,,1430,,,,,,320,0.77,380,0.84,,,,,,,,,,1700,,,,,4.62430227565479E-02,232900
